NUCB2	0.0629992691659159
LSR	0.256043729284625
ENO1	1.13500621250351
ENO1	0.68255194683651
SLC25A5	0.459224029870926
TRPM4	0.754470222743288
ANO1	0.351338503512577
ANK3	0.385929559417879
EPS8	-0.759744501868189
EPS8L3	0.32605123108603
PKP3	1.11290429934347
KRT8	0.561293217642157
ANKRD39	0.452620805498789
LYN	0.422216309066305
LYN	0.475675505471572
KLC2	0.480110410045035
PAG1	1.03434926515159
PKM	0.472672860229265
ACTR3	0.435629105849952
DSP	0.946501710468779
SHB	0.575125770671696
TNS1	0.750659988663455
WDR1	0.544730089926865
TSPAN6	0.650870190997684
EPS8L3	0.265158778657098
TMEM192	0.553296227976118
PHPT1	0.584921484961001
LIME1	0.373377240873812
MYH9	0.376215079313513
LHPP	0.481319059549119
GCHFR	0.256796244989828
LAMTOR1	0.218227097495738
NDUFB9	0.535290385420198
ALDH1A1	0.655952530227888
DNAJC5	0.492932666736163
SDC4	0.288032410788517
CANX	0.289562033717515
IRS2	0.592369658555071
ERBIN	0.526975364363064
PARD3B	1.05583052542983
RAB13	0.719619950219458
GPRC5A	0.0898978663088025
BAIAP2L1	0.497114516343633
HSPD1	0.335700042503066
HSPD1	0.714225600914308
PFN1	0.376035395680821
PGAM1	0.48380531276604
TNS1	0.710025877726133
SNX18	1.07227740122098
FRK	0.0563237412375817
FRK	0.474386421997107
NEDD9	0.658041108552084
BAIAP2L1	0.149708746189188
PARD3B	0.980376306736752
FAM20B	-0.147874511989303
EHD1	0.442039274499237
SHB	0.609038000283345
FLNB	0.340894186501259
PLEKHA7	0.719846578442446
DAB2	0.360296376986233
PIK3C2A	0.457869920990158
DLG3	0.994723158903676
AFAP1L2	0.591942606423221
YES1	0.453412706273255
LSR	-1.03233037659401
ESYT1	-0.0103950194840939
PIK3R1	0.223079464119425
PIK3R2	0.226508652396098
GLUD1	0.326564067159973
MUC13	-0.895951757304146
ARPC3	0.172941499945362
MUC1	0.719779849529899
MUC1	1.15108863570506
MUC1	0.49082931905349
MUC1	1.03919393592463
MUC1	0.0941196284011595
MUC1	0.784459786135639
MUC1	0.643535181598987
SSBP1	0.00251422685527515
ARG1	0.267259540909398
RPS12	0.997236841249089
EML4	0.412485943059979
PARD3	0.375993926247104
SLC12A2	0.385344641618836
DLG1	0.810836200170776
PRKCD	0.930468765871236
ITGB4	0.447607166263186
KCTD12	0.677070738572246
PRAG1	0.798931547933139
SPTBN1	0.441449481593646
ATP5F1A	0.299586444148712
ATP5F1A	0.692549907061944
TLN2	0.753278172902603
HSPA4	0.613070895337367
LYN	0.242195209486922
LYN	0.512820738840643
ARG1	0.22480646990625
KCTD12	0.548547507598393
IST1	0.324942877482471
EPHB4	0.0742757666673645
EPHB4	0.661147909714794
BAIAP2L1	0.526840774277171
LYN	0.604172462272792
RIN1	1.11817885374149
DSP	0.799114434997988
SPTBN1	0.214518671359048
SHC1	1.24368513622698
PGK1	0.684416813098977
EIF4H	0.845870910352741
PAG1	0.433649343883981
SRC	0.508244845039352
ARHGAP42	0.327461402729673
DDR1	-0.46785588682883
PDCD6IP	0.345433066260375
SAMD5	0.199296626218873
PARD3	0.816534063712255
PTK6	1.97776422558445
TNS3	0.803473058718095
ARPC3	0.611237361604433
ELMO2	0.620195831775159
JAK2	0.808653913689075
RHOF	0.225626256316335
PIK3R2	0.89017480177117
PIK3R2	0.768149680560736
AFDN	1.80112438275056
SND1	0.378481558039272
EPS8L3	0.362253713755927
RAB35	0.173662964745297
ASS1	0.626433761765332
VIM	0.0290789041396219
ADAM9	0.0887965263800558
ERP29	0.165536876778315
TJP1	0.435381196686607
ASS1	0.782858189903862
PIN4	0.0788059743437614
ITCH	-0.121066464969406
EPHB3	-0.0474131623999598
EPHB3	0.71266056417136
EPHB2	0.584006486233843
EPHB4	0.427050629739085
NOA1	0.499832155828961
GSTP1	0.549137832258349
DBNL	0.46590361659369
PGAM1	0.618000297622874
PGAM1	0.500978366589293
FHL1	0.424373281244589
MID1	0.0877822385197755
OCLN	-0.494237518664167
SORBS2	0.661960899481764
CAT	0.568312680202567
CGN	1.02128741456521
SRC	0.389666132514486
SRCIN1	0.738049862729511
